type,price,beds,bath,propertysqft,locality,zipcode,distance_to_center,distance_to_wall_street
Condo,1250000,3,2,1281.0,Manhattan,11215,3.133129794297702,3.6243955052560906
Condo,680000,2,2,1058.0,Queens,11357,16.479152131463643,20.50345841823596
House,1299000,4,2,2230.0,Manhattan,11204,16.016709014551026,10.34251255127575
Condo,845000,3,2,951.0,Queens,11415,14.273483481577733,15.188770057473103
House,2098000,5,4,1200.0,Manhattan,11357,14.483024527688688,18.672423132070723
Co-op,899000,2,2,1300.0,Brooklyn,11209,16.052238931232722,9.857673923401235
House,758888,3,1,2230.0,Manhattan,11361,16.878667858298698,20.062613727208074
Co-op,650000,2,1,1440.0,Manhattan,10025,4.575181829608739,10.766513610542866
Co-op,169000,1,1,850.0,Queens,11432,16.593425521176897,17.71778581030153
Multi-family home,1350000,5,3,3262.0,Manhattan,11379,9.622305261229137,11.298317141060481
Co-op,695000,2,2,964.0,Queens,11372,8.142390446647948,11.254557550068293
Multi-family home,1499000,5,2,2280.0,Manhattan,11207,10.185316767418128,8.390278210605356
Co-op,445000,1,1,1440.0,Manhattan,10017,1.5856615323496774,5.702564352492185
Townhouse,499000,3,2,1400.0,Manhattan,10303,19.45488532078411,14.108212254850748
Co-op,449000,3,1,1440.0,Manhattan,10022,1.9463149160786923,6.888279457801227
House,649000,4,2,1120.0,Manhattan,10306,24.079686573240664,18.012548439647247
Co-op,335000,1,1,756.0,Brooklyn,11209,15.023134770837789,8.869209168762676
Multi-family home,838000,8,4,3262.0,Manhattan,11433,18.07942727428119,18.391780792418004
Condo,1495000,2,2,1098.0,Brooklyn,11201,6.285693561905667,1.7008213616859382
Multi-family home,980000,4,4,3068.0,Manhattan,10473,13.152646245275152,18.136130478615506
House,688000,3,2,1344.0,Manhattan,11224,20.192452019589844,14.35835561921912
Multi-family home,679000,6,3,3262.0,Manhattan,11236,15.155069288373841,11.931296155233978
Co-op,375000,1,1,500.0,Manhattan,10022,1.5204454932406302,6.778855837066008
House,848724,2,2,2230.0,Manhattan,11377,6.469765985253187,9.794599280803984
Townhouse,1595000,3,8,4087.0,Manhattan,10031,7.975924456876442,14.169565607709005
Condo,568000,2,2,1253.0,Queens,11694,23.96516433765289,20.940369261890396
Multi-family home,2399000,10,5,3262.0,Manhattan,11361,18.08544299968912,21.254037723684235
Co-op,349000,1,1,800.0,Manhattan,11218,13.710295560178302,8.357540546771467
Multi-family home,2999990,5,6,3600.0,Manhattan,11215,10.09024527095286,4.506237747741699
Townhouse,899000,3,2,1400.0,Manhattan,11377,7.366372529354336,9.581777241449888
Co-op,169000,1,1,964.0,Queens,11105,6.707171039609889,11.468454771441465
House,449999,4,3,1217.0,Manhattan,10310,18.086948002862766,12.470928879954043
Townhouse,495000,3,2,1280.0,Manhattan,10310,17.19953700613909,11.61685921763644
House,749000,4,3,2150.0,Manhattan,10303,19.95901848685988,14.53859241171559
House,875000,4,3,2129.0,Manhattan,11004,23.673174093949758,26.057242040377144
Multi-family home,1630000,11,6,3262.0,Manhattan,11373,8.68550888330872,11.247154547232922
Condo,849000,2,1,720.0,Manhattan,10019,0.3608782919018934,6.547085034417154
Co-op,335000,3,2,964.0,Queens,11360,17.225638123921463,20.78386389469419
Co-op,549000,3,1,1200.0,Brooklyn,11209,14.168422571119764,7.98859401426626
Co-op,445000,3,2,1250.0,Manhattan,11214,19.08227119293626,13.37438372984323
House,399998,4,2,1252.0,Manhattan,10304,17.808930766011528,11.725921494018625
Condo,9500000,4,4,3655.0,Brooklyn,11201,6.028600065710472,1.7747862577612648
House,650000,4,2,1482.0,Manhattan,11203,12.548211590168949,8.25616658781313
House,880000,3,4,2100.0,Manhattan,10312,27.708351984383032,21.773731566384072
House,1350000,5,3,2082.0,Manhattan,11432,17.57328899276712,19.409956266023528
Condo,599000,2,2,951.0,Queens,11355,12.714788887049119,15.54872064481673
Co-op,225000,1,1,964.0,Queens,11361,16.99275192285344,20.130400542481155
Co-op,220000,3,1,1440.0,Manhattan,10040,12.005324319725958,18.201317122628193
Co-op,289000,3,1,905.0,Bronx,10462,14.77130543872967,20.594320080878997
House,719999,3,2,2230.0,Manhattan,11368,10.575002082250272,13.675994686452388
Condo,1100000,2,1,807.0,Brooklyn,11211,5.750496046764504,3.8958265227467956
Co-op,259000,2,1,950.0,Manhattan,10451,9.017678884197913,15.064614510248093
Multi-family home,1699999,6,3,2754.0,Manhattan,11233,10.47452881764766,8.402604094472398
House,669000,4,2,2230.0,Manhattan,11422,23.291322923436645,23.541375578575526
House,3400000,6,6,6290.0,Manhattan,10471,16.83670569349142,23.018468702296115
Condo,549000,3,2,951.0,Queens,11417,14.880935328357463,13.894179825975874
Co-op,299000,3,1,1440.0,Manhattan,10034,13.754914505717235,19.939460482360936
Condo,3345000,2,2,1875.0,Manhattan,10013,4.786146724807568,1.4960055425533538
Multi-family home,1198000,6,5,3262.0,Manhattan,11413,21.664166490283694,22.04952280839191
House,897888,3,2,1260.0,Manhattan,11378,8.30523584122478,9.972051838123999
House,575000,4,2,1604.0,Manhattan,11208,13.270303361660675,11.884655848401852
Co-op,230000,1,1,964.0,Queens,11363,20.122882851665576,23.12612963646073
Co-op,775000,1,1,1440.0,Manhattan,10024,2.8806031403042507,9.036535078138698
House,2100000,4,3,3512.0,Manhattan,11357,15.005614138865559,19.279632147286126
House,1080000,6,3,3600.0,Manhattan,10314,20.521923296492037,14.752364754944864
Condo,378888,1,1,718.0,Staten Island,10301,18.68456831589019,12.830968277196675
Condo,750000,3,2,1027.0,Manhattan,10029,5.343896494439492,11.25214292688037
Co-op,7495000,6,4,1440.0,Manhattan,10075,2.881335009355595,8.77517968118294
House,698888,3,2,1440.0,Manhattan,10306,23.710571755102947,17.630983512999734
Condo,850000,1,1,626.0,Brooklyn,11222,3.9737818502397184,5.4907062733424015
Townhouse,2999999,4,3,2800.0,Manhattan,11238,9.658356118684523,5.314407899877996
Multi-family home,1149999,6,3,3262.0,Manhattan,11001,23.735364651350796,25.717271170875467
Townhouse,2025000,2,2,1500.0,Manhattan,11231,9.533625518867726,3.393173450970739
Townhouse,2695000,3,2,1950.0,Manhattan,11211,6.190102866592608,5.6627616327469
Co-op,192500,1,1,905.0,Bronx,10463,14.447405445956655,20.63522672877607
Co-op,395000,1,1,550.0,Manhattan,10024,3.216468427735764,9.412763860137547
Co-op,699000,2,1,800.0,Manhattan,10025,3.7435042746236995,9.936823488284826
Multi-family home,649000,4,2,3262.0,Manhattan,11692,23.86975558988107,21.464896258686952
House,689000,3,2,1484.0,Manhattan,10302,19.030062757139266,13.546230439593783
Co-op,1895000,3,2,845.0,Brooklyn,11215,9.786394820176788,4.549772337668793
Condo,668000,2,2,951.0,Queens,11418,14.016440783163318,14.65949100016562
Condo,2550000,3,2,1525.0,Manhattan,10019,0.6691503721378814,6.536269121287097
Townhouse,5500000,8,6,5925.0,Manhattan,10027,6.263815779597726,12.372776706022476
House,1680000,1,1,3536.0,Manhattan,10030,7.419665273659782,13.592316119415951
Condo,799000,1,1,684.0,Manhattan,10016,1.4982081515657772,5.143088157408848
House,680000,3,2,2200.0,Manhattan,10308,27.196197747859895,21.230066262573096
Co-op,1650000,1,2,1000.0,Manhattan,10014,2.953195808310614,3.624389115224974
Condo,6750000,3,3,3000.0,Manhattan,10011,2.136150497202557,4.635552654990883
House,580000,6,3,2940.0,Manhattan,11212,12.535659992078015,9.63383636868466
Townhouse,700000,4,2,2266.0,Manhattan,11203,13.838656014729219,9.957079502238855
House,550000,3,2,1410.0,Manhattan,10304,21.206336859353346,15.086112064973197
Townhouse,315000,3,2,1344.0,Manhattan,10303,19.706236938916973,14.496715193845757
Condo,1695000,2,2,1117.0,Brooklyn,11211,5.8106398106436945,5.61513621758671
Co-op,385000,2,1,845.0,Brooklyn,11220,12.332242181061543,6.299643040986436
Townhouse,2000000,5,3,3024.0,Manhattan,10027,6.1919783507794985,12.357358129067194
Co-op,249999,2,1,750.0,Brooklyn,11234,16.945480465886636,12.685512328909539
House,749000,3,2,2230.0,Manhattan,10473,13.52052047200791,18.69286540433181
Co-op,270000,1,1,964.0,Queens,11360,17.19209728852942,20.7165984560021
House,998000,4,2,2230.0,Manhattan,11361,18.339802383966752,21.191018538193077
Multi-family home,1150000,12,6,4125.0,Manhattan,11237,7.8889511545148086,6.878164891112207
House,799999,5,4,2288.0,Manhattan,10308,27.18867700132685,21.247582606858604
Co-op,395000,3,1,1440.0,Manhattan,10011,2.9589450642591557,3.2561996862978257
Condo,2800000,2,2,1188.0,Manhattan,10025,4.062327440804264,10.25406414074361
Co-op,329888,3,1,964.0,Queens,11360,17.314656537373434,20.822400544937427
Co-op,311000,1,1,780.0,Brooklyn,11235,20.426334355563487,14.923931155086992
Condo,649000,3,2,804.0,Brooklyn,11237,7.824605678871356,6.797805474066034
Co-op,159000,1,1,800.0,Bronx,10463,14.042886228329172,20.18251422992692
House,1148000,3,2,1890.0,Manhattan,11209,16.730936981966845,10.558073097481877
Co-op,669000,3,2,1480.0,Manhattan,11235,19.215329913733576,14.212937576226016
Co-op,305000,1,1,750.0,Brooklyn,11209,14.46882005913318,8.269937340317357
Co-op,599000,3,2,964.0,Queens,11360,17.792949584221105,21.40789174825169
House,1375000,3,2,1960.0,Manhattan,11215,10.982646147243841,5.496589356457501
Co-op,339000,2,2,906.0,Manhattan,10465,16.27265851588137,21.09671745632989
Condo,849500,2,2,975.0,Manhattan,10029,5.310527536356131,11.290813316426322
Condo,699000,2,2,967.0,Queens,11354,12.989930354502826,16.48158851838423
Co-op,565000,1,1,1440.0,Manhattan,10023,2.0085469524904536,8.200471195909742
Multi-family home,1250000,9,3,3234.0,Manhattan,10462,14.21012789669278,19.92405726244547
Condo,999000,2,2,1262.0,Manhattan,10032,8.99622491411115,15.196510173568264
House,1350000,6,4,2230.0,Manhattan,11691,26.770866426603757,25.0631132324823
House,669900,3,2,1376.0,Manhattan,11423,18.286612389092745,19.38907891800196
Co-op,399000,3,1,1440.0,Manhattan,10001,1.0134328477116545,5.228357968228374
Multi-family home,1200000,5,2,3262.0,Manhattan,11235,19.08683834790835,14.060085392041817
Co-op,895000,2,1,1440.0,Manhattan,10065,1.743093597371752,7.622963008282221
Condo,369000,3,1,1155.0,Brooklyn,11220,13.59185319303233,7.563642882798521
Co-op,299000,1,1,750.0,Brooklyn,11209,14.323288453029086,8.124097230926074
House,988000,5,2,3244.0,Manhattan,11203,12.531789220762864,8.902394223746764
Co-op,279000,2,1,810.0,Queens,11365,17.75478878697309,19.878867301766206
Co-op,285000,3,1,1440.0,Manhattan,10128,3.75579096480927,9.447172948799249
House,988000,3,3,1311.0,Manhattan,11369,10.360338325825177,13.814361621232438
Co-op,735000,1,1,800.0,Manhattan,10025,4.062749441185646,10.262308047999147
Co-op,2950000,2,2,1440.0,Manhattan,10012,3.6384991778146736,2.630746708409678
Co-op,899000,2,1,1440.0,Manhattan,10019,0.8184008622467547,6.975584136191357
House,850000,4,2,2230.0,Manhattan,11365,15.54218563464417,18.13300411745451
Multi-family home,670000,3,2,3262.0,Manhattan,11203,13.302668399496595,9.566922336724545
House,968000,4,2,2550.0,Manhattan,10461,14.814366740540908,20.446087807708494
Co-op,320000,2,2,1200.0,Bronx,10461,16.478276160426642,21.835390759022832
Co-op,228888,1,1,900.0,Queens,11435,15.034424281927679,16.018201383083387
Co-op,199888,2,1,964.0,Queens,11414,15.451774732163592,14.301281582910073
Co-op,5995000,4,4,1440.0,Manhattan,10013,4.79255585259294,1.433058953618363
Multi-family home,1430000,6,4,2840.0,Manhattan,10465,15.098553400280121,19.87726113392967
Multi-family home,1350888,4,3,3262.0,Manhattan,11379,9.222693559355621,10.251946554022918
Co-op,699000,2,1,1100.0,Brooklyn,11225,11.15553160679964,6.447146947150762
House,699000,3,2,1296.0,Manhattan,11234,16.82445772598404,12.596046913745166
Co-op,2000000,3,2,1800.0,Manhattan,10028,3.2576009226351803,9.21613625005894
Co-op,538888,3,2,1500.0,Queens,11360,17.914905469810464,21.430111835974184
House,574999,3,2,1040.0,Manhattan,10304,17.35231865897999,11.244723059741828
Co-op,275000,1,1,964.0,Queens,11375,11.780380955553001,13.633635263180674
House,1499888,4,3,2688.0,Manhattan,11360,17.390569080979358,20.72593670090775
Co-op,270000,3,1,275.0,Brooklyn,11215,9.985114031571365,4.90878818465542
House,675000,4,3,1832.0,Manhattan,10469,16.149504712253172,21.995737855343318
Co-op,149000,1,1,750.0,Bronx,10470,18.86978689639411,24.927336255456247
Co-op,299999,2,1,863.0,Bronx,10465,16.272481864627093,21.095754358349595
Co-op,595000,3,2,845.0,Brooklyn,11221,8.346244924663825,5.875040177329451
Co-op,536000,2,2,1200.0,Bronx,10463,15.504888791326678,21.69969046609025
Co-op,288000,2,1,964.0,Queens,11361,18.594521101130592,21.355131237838084
House,19499999,4,4,10000.0,Manhattan,10013,4.8199827839404525,1.509709738129007
Townhouse,6995000,4,4,3400.0,Manhattan,11201,7.560525369672411,2.1594233294449623
House,799000,3,2,2050.0,Manhattan,11234,17.27506246480103,12.635602924121539
Condo,4000000,4,4,3704.0,Manhattan,10038,5.830030135961719,0.6010131063838319
Co-op,165000,1,1,625.0,Bronx,10462,13.44686627861607,18.975535688331384
Condo,1475000,2,2,1048.0,Brooklyn,11249,5.671697921319384,3.480499988871242
Condo,595000,3,1,721.0,Manhattan,10044,3.057042206688805,8.08722518853527
Townhouse,3500000,10,8,6201.0,Manhattan,10025,3.8965289942880235,10.080023204532601
Multi-family home,1090000,12,6,4875.0,Manhattan,11385,8.68277469785712,8.214132241478815
House,699999,5,2,2218.0,Manhattan,10467,15.12499417330397,20.97482243070035
House,899000,4,2,1672.0,Manhattan,11435,15.24929071855824,16.32812314739936
House,549000,3,2,1152.0,Manhattan,10314,21.752192348872352,16.26703462395028
Townhouse,3700000,6,4,2400.0,Manhattan,11211,5.441049440017812,4.299764443299492
House,768000,5,2,1870.0,Manhattan,10302,18.7388408580706,13.249307267632233
House,949000,4,2,2476.0,Manhattan,10314,23.348877971030856,17.77239273879282
Multi-family home,980000,6,3,3262.0,Manhattan,11208,15.010455576855907,13.362845561894837
Multi-family home,849000,8,3,4428.0,Manhattan,10467,16.222841709252574,22.196460272307636
Co-op,269000,1,1,1440.0,Manhattan,11375,12.137991404173622,13.822983155618568
Co-op,770000,2,1,1440.0,Manhattan,10024,3.0819210817470224,9.283209815652963
Multi-family home,750000,1,1,630.0,Manhattan,10025,5.225735031124959,11.427115059521123
House,638000,3,2,1728.0,Bronx,10465,15.54424179538988,20.255570584311677
Co-op,199000,1,1,964.0,Queens,11367,13.684803098987873,15.486377455007268
Co-op,239000,1,1,801.0,Queens,11005,22.669386768331176,25.338404390499328
House,693000,4,2,2230.0,Manhattan,11413,21.7961306221116,22.06954951970311
Multi-family home,1150000,5,3,3262.0,Manhattan,11373,8.975740783282564,10.817232974020962
Co-op,549000,1,1,1440.0,Manhattan,10014,2.8732399627721867,3.5727877864561437
House,889000,3,2,2230.0,Manhattan,11369,10.361079182130734,13.889197618496068
Multi-family home,1075000,7,3,2000.0,Manhattan,11220,12.468038853068844,6.36349659884164
House,6995000,5,4,5000.0,Manhattan,10017,1.362317980486672,6.261607668229554
Co-op,155000,3,1,964.0,Queens,11432,16.690407054454695,17.98878668389478
Co-op,349000,2,1,800.0,Manhattan,11213,10.501739159613297,6.857270296941506
Co-op,825000,2,1,1440.0,Manhattan,10025,4.687015308320555,10.886770633134756
Condo,215000,2,1,789.0,Manhattan,10462,14.078049434069987,19.635305109182436
House,1099000,3,2,2700.0,Manhattan,11234,16.924006345573577,13.00828340495194
Townhouse,2900000,3,3,1979.0,Manhattan,10017,1.6116007385887874,6.2236746544521795
Multi-family home,697777,3,2,3262.0,Manhattan,11420,16.86409405329065,16.351625194998157
House,850000,3,2,1152.0,Manhattan,10314,24.00364210483117,18.298242702448746
Co-op,545000,1,1,1440.0,Manhattan,10028,3.7176433602675165,9.371170879161006
Condo,749000,1,2,879.0,Queens,11105,7.1439249772644535,11.788741808899697
House,13000000,5,4,6000.0,Manhattan,10025,4.02154907389314,10.22288835141224
Townhouse,549999,3,2,1677.0,Staten Island,10303,20.562635215351232,15.251405625973751
Condo,365000,3,2,920.0,Bronx,10465,14.930135940924782,19.741883299376493
Condo,695000,2,2,845.0,Brooklyn,11221,8.664943400690074,6.092905022158834
Multi-family home,848000,5,2,3262.0,Manhattan,11691,26.454673652612748,24.4888794142195
Condo,699000,3,2,1779.0,Brooklyn,11204,16.508459838689202,10.941100346666849
Co-op,1075000,2,2,1250.0,Manhattan,10016,1.2557711577574104,5.40554101652109
Condo,540000,3,2,916.0,Staten Island,10310,18.980840189767303,13.336635916786353
Co-op,165000,3,1,550.0,Bronx,10463,14.447405445956655,20.63522672877607
Condo,779000,1,1,517.0,Manhattan,10024,2.817977796905444,9.00884412685155
Condo,1399999,2,2,1041.0,Manhattan,10016,1.753851903811487,5.4242553268234985
Co-op,569000,3,2,964.0,Queens,11377,7.049728829562574,10.306520676389313
Townhouse,6295000,4,4,4650.0,Manhattan,11215,10.065103144498286,5.034956866218961
Condo,11500000,6,7,4908.0,Manhattan,10001,1.678555104812647,5.120867032589785
Condo,199999,1,1,750.0,Brooklyn,11203,12.121579269373498,8.182210870902995
Condo,569000,1,1,490.0,Queens,11355,13.644576504320408,16.666167948116005
House,1448000,3,2,2230.0,Manhattan,11357,15.437290208731193,19.42136170585571
Co-op,183000,1,1,831.0,Bronx,10462,14.487738049910178,20.328507288085817
Condo,1995000,5,4,3075.0,Bronx,10463,15.615201656194687,21.803969712651764
Townhouse,2250000,5,3,2105.0,Manhattan,11215,9.159212245596667,3.9779808699626353
Multi-family home,785000,7,3,3388.0,Manhattan,10460,13.359211113407339,19.089166876176467
House,2599999,6,6,6353.0,Manhattan,10304,21.043233288965197,14.961243308124574
Co-op,1850000,5,3,3000.0,Queens,11375,12.517051850654829,13.909406151311398
Condo,435000,1,1,661.0,Queens,11375,12.872108483714271,14.205989011303874
Multi-family home,1899000,8,4,3262.0,Manhattan,11221,9.649543663580063,8.05896935436756
Condo,1479000,2,1,1786.0,Manhattan,10003,2.366004169776408,4.040321581277764
Co-op,2250000,3,2,2025.0,Manhattan,10022,1.8758011429136519,6.5506353979969
Condo,799000,2,2,922.0,Manhattan,10027,6.889059543029788,13.055259443285987
Townhouse,12000000,10,10,5227.0,Manhattan,10014,2.8326091797976027,3.562371699498929
Co-op,205000,1,1,1000.0,Bronx,10463,15.496120743697519,21.670987377211308
House,897000,3,2,1664.0,Manhattan,11234,16.537326108475412,11.715208220113979
Co-op,1195000,1,2,1440.0,Manhattan,10021,2.652042579466784,8.323697422745248
Multi-family home,1100000,6,3,3262.0,Manhattan,11208,12.275356207719577,10.989208409516268
Townhouse,1999000,5,4,3000.0,Manhattan,11231,9.566199231611366,3.675216215723938
Multi-family home,1215000,13,7,5250.0,Manhattan,10473,12.116546012921852,17.578633700706696
House,1250000,3,2,2110.0,Manhattan,11235,19.46091405469768,14.36698840857116
Townhouse,9000000,5,4,17860.0,Manhattan,11211,5.65697685008445,4.0856977911292605
Co-op,575000,3,2,1350.0,Queens,11375,11.872649828228843,13.766775412061977
Townhouse,19995000,11,11,11110.0,Manhattan,10013,4.502957529754476,1.7986768012556742
Co-op,399000,1,1,1440.0,Manhattan,10028,3.7176433602675165,9.371170879161006
Townhouse,12995000,5,4,4100.0,Manhattan,10014,2.929486018805573,3.366799199237933
Condo,798000,2,2,1190.0,Queens,11360,16.986858897346536,20.800864131639983
