type_Condo,type_House,type_Multi-family home,type_Townhouse,locality_Brooklyn,locality_Manhattan,locality_Queens,locality_Staten Island,zipcode,beds,bath,propertysqft,distance_to_center,distance_to_wall_street,price
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11214.0,3.0,2.0,1538.0,17.511159756579353,11.791945623896869,1288000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11214.0,3.0,2.0,1240.0,17.29402939018806,11.281770836190372,1500000
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10028.0,4.0,4.0,2918.0,3.2588795184569,9.307108367825888,9995000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10016.0,2.0,1.0,1440.0,1.9794534389471807,4.547908770384919,899000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10018.0,1.0,1.0,1440.0,0.9016052710307456,5.469180789280943,299000
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10029.0,1.0,1.0,1786.0,4.471275191189204,10.43347089756726,599000
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10013.0,7.0,4.0,6300.0,4.76450719163035,1.4921589558117556,17500000
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10065.0,6.0,6.0,5500.0,1.7806260058851442,7.46514044838359,8575000
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11374.0,1.0,2.0,869.0,11.217638717837827,13.122351122126496,585000
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10304.0,2.0,1.0,850.0,16.49907890232559,10.521124224078738,329000
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11207.0,7.0,4.0,4087.0,13.009951607775712,10.847944402051828,999000
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10014.0,7.0,8.0,5000.0,3.081151736195533,3.218440852970679,8750000
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11235.0,4.0,2.0,1716.0,20.178442855972303,14.678179347239965,799000
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11414.0,2.0,1.0,798.0,15.530927675583063,14.258906513301753,239000
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11235.0,2.0,1.0,1300.0,20.473039733090044,14.96647596105191,525000
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11235.0,1.0,1.0,935.0,19.973410699801693,14.575399211580535,599000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10024.0,3.0,1.0,322.0,3.0119956851169505,9.207029829437888,525000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10305.0,3.0,2.0,1272.0,18.091345161493187,11.943301150008717,599999
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10075.0,2.0,2.0,1200.0,3.343054745362541,8.816346982449627,1296000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10128.0,1.0,1.0,1440.0,3.925261088475201,9.946133783367529,625000
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11373.0,3.0,2.0,1290.0,8.72669588548578,11.14854231760183,699000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11421.0,3.0,1.0,2230.0,13.827921347681382,13.635806029716562,669000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10065.0,1.0,1.0,1440.0,2.254842328099548,7.712422642441682,425000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11375.0,1.0,1.0,1440.0,11.856897250949908,14.083955396587442,279000
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11368.0,1.0,1.0,875.0,10.99930926158241,13.184896837442976,318888
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10305.0,4.0,2.0,1976.0,18.87597643799563,12.695807110935162,739999
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11377.0,3.0,5.0,3210.0,6.512231239647613,9.253018352821446,1350000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11235.0,5.0,4.0,5000.0,18.83807878414556,13.522565847638912,2888888
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11415.0,1.0,1.0,964.0,13.74222834851668,14.75674666190934,235000
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11209.0,1.0,1.0,756.0,15.023134770837787,8.869209168762676,335000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11374.0,3.0,1.0,1440.0,10.72961660737189,12.74504905678756,215000
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10012.0,2.0,3.0,3918.0,4.216128780118897,1.985618565350044,9450000
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11224.0,3.0,2.0,1165.0,20.40119063548932,14.808056936730134,615000
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10308.0,4.0,4.0,2280.0,27.451443206754167,21.47855385765986,1095000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11208.0,3.0,2.0,1120.0,13.906701856221291,12.438741137853972,589000
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11101.0,6.0,2.0,3262.0,3.351260925063402,6.464029219732678,2150000
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11433.0,4.0,2.0,3262.0,17.947855615110534,18.98643059069924,450000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10314.0,3.0,2.0,1332.0,20.407891268836146,14.732011967481355,749000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10302.0,5.0,2.0,1870.0,18.7388408580706,13.249307267632233,768000
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11218.0,4.0,2.0,1360.0,11.34935503723259,5.998460620921403,2250000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11372.0,1.0,1.0,1440.0,8.361818068123311,11.682392908395515,335000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10470.0,1.0,1.0,850.0,18.717282691957127,24.76704358486224,149999
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11361.0,4.0,1.0,2230.0,17.86751087507397,20.892022900948103,1750000
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11369.0,9.0,3.0,3262.0,9.18326258270341,12.585260429985157,1175000
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11208.0,4.0,2.0,3262.0,14.369116796333596,12.716192920332633,599999
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11223.0,9.0,5.0,4320.0,18.69850166239952,13.025619001682951,1650000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11432.0,4.0,3.0,2230.0,15.535346848818673,16.80462575939397,820000
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10030.0,3.0,2.0,1175.0,7.308706099943075,13.478565142474547,995000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10471.0,3.0,2.0,1150.0,16.474806880297127,22.664826646593195,425000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10463.0,2.0,2.0,905.0,15.299483960750225,21.489778021772832,600000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11235.0,3.0,3.0,3454.0,20.3661114837,15.209664099373152,2199000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10471.0,1.0,1.0,905.0,17.582496635782835,23.774428705582388,160000
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11377.0,3.0,2.0,951.0,7.26992700487854,9.786275611389907,825000
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11385.0,5.0,3.0,3262.0,8.516364374752134,8.676467944646852,1090000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11357.0,3.0,2.0,2230.0,15.437290208731191,19.42136170585571,1448000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10022.0,2.0,1.0,1440.0,1.875801142913652,6.5506353979969,945000
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10461.0,3.0,2.0,1557.0,15.096041129960648,20.72839397813629,779000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10019.0,11.0,10.0,24000.0,0.8123619769720527,6.765464971215594,56000000
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10301.0,1.0,1.0,776.0,15.142327909328383,9.125464512493409,450000
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11415.0,2.0,1.0,964.0,14.24009330032279,15.279313733840675,259500
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11357.0,5.0,3.0,1500.0,14.38563665225313,18.330879878375196,1288000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10307.0,2.0,2.0,2250.0,35.73478493208338,29.90582016019783,799500
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10304.0,3.0,2.0,1786.0,17.442050372137285,11.317691332505076,499000
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11374.0,1.0,1.0,964.0,10.72961660737189,12.74504905678756,350000
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11209.0,1.0,1.0,625.0,14.624442263703925,8.43802555528132,269000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10075.0,6.0,8.0,1440.0,2.779064080814591,8.722149168866162,15000000
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11235.0,1.0,1.0,779.0,19.69276325276509,14.436715890825466,385000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10470.0,7.0,3.0,2500.0,19.10539004634589,25.127337866890425,489000
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11235.0,1.0,1.0,800.0,20.473039733090044,14.96647596105191,559500
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10013.0,4.0,4.0,4155.0,4.488922539029698,1.7131999604923112,12995000
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11204.0,5.0,2.0,1850.0,15.627653994764788,9.804698203666138,1880000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10003.0,3.0,1.0,475.0,3.1893668611527386,3.0425141793902597,439000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10128.0,4.0,3.0,1440.0,3.372127006432589,9.431585620243276,4050000
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11207.0,1.0,1.0,556.0,10.054628463824768,8.380309831794882,595000
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11377.0,1.0,1.0,964.0,7.415692264192527,10.146384666053962,278000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11436.0,5.0,4.0,2230.0,17.916380446270256,18.025322769346428,599999
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10002.0,1.0,1.0,787.0,4.442163055156085,2.306466289384448,1025000
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11356.0,3.0,2.0,1184.0,12.41738736721602,16.64562972684631,799000
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10019.0,1.0,1.0,700.0,0.8736483739333756,6.925852196870426,760000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10017.0,5.0,6.0,3860.0,1.7970231525960645,6.3284203972758295,2500000
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10022.0,2.0,2.0,1600.0,2.0325268801286795,7.25587960911326,2095000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11360.0,4.0,4.0,2394.0,18.1637505486915,21.6496669933212,2088000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10466.0,5.0,3.0,2076.0,18.650359210891384,24.6712110304969,575000
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11368.0,5.0,2.0,4087.0,10.663832376894646,13.348557990335898,1348000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10310.0,3.0,1.0,1400.0,17.295711924241854,11.642150763961132,549000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10037.0,2.0,1.0,1440.0,6.942758480953057,13.013316280459208,269000
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11235.0,5.0,2.0,3262.0,19.08683834790835,14.060085392041817,1200000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11411.0,4.0,2.0,1440.0,21.407945798201037,22.26634500552967,502900
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10306.0,3.0,2.0,1100.0,22.47835023990173,16.361887102837034,585000
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11226.0,3.0,2.0,3262.0,12.667934200723172,8.065079208870221,998500
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10303.0,3.0,2.0,1080.0,20.289907437693845,14.892713706985646,749000
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11209.0,1.0,1.0,950.0,14.564862772735149,8.385665501029816,460000
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11436.0,6.0,5.0,2500.0,18.676029605133238,18.377037252538926,1399000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11420.0,3.0,2.0,1500.0,17.02454322141873,16.781464234697708,699000
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11375.0,3.0,1.0,500.0,13.568504852381045,14.81283796943266,173000
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11216.0,1.0,1.0,616.0,9.165056966992497,6.087545231643327,699000
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11203.0,8.0,4.0,3262.0,12.210775130323306,7.9414938114834674,899999
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10005.0,3.0,1.0,367.0,6.276851280131098,0.0900753615360854,529000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11436.0,3.0,2.0,2230.0,18.105812707510463,17.925186543060697,725000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10014.0,2.0,1.0,1440.0,3.246154890776639,3.3347309346417022,1295000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11427.0,2.0,1.0,1440.0,20.784785932314257,22.75080828351632,365000
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10028.0,2.0,2.0,1786.0,3.5116652418447134,9.352295014562293,1395000
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11225.0,2.0,1.0,729.0,11.191876185685617,6.877336986031213,594900
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10016.0,3.0,6.0,6336.0,1.7571761747814791,4.900432094193511,8950000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10473.0,3.0,2.0,1944.0,13.5961997348474,18.76324923127508,625000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10312.0,3.0,2.0,1152.0,27.992274108954007,21.992131523804183,649000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10011.0,3.0,2.0,1440.0,2.7334154360043925,3.480594905510048,3500000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11234.0,3.0,2.0,1296.0,16.82445772598404,12.596046913745166,699000
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11432.0,1.0,1.0,964.0,16.639508406470913,17.757887628549696,155000
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11415.0,1.0,1.0,700.0,14.175315012222896,15.23655577507102,217000
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11249.0,2.0,2.0,1111.0,4.685967860225006,4.361231514286306,2500000
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10003.0,3.0,2.0,1729.0,2.8653870110480386,3.611781913590386,2600000
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11209.0,1.0,1.0,764.0,16.63204516475958,10.45478360487426,329000
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11223.0,2.0,2.0,1472.0,16.806487149427394,11.27061083833625,1149000
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11201.0,3.0,2.0,1887.0,6.224440795905279,1.5554558049052456,3795000
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11233.0,1.0,1.0,845.0,10.176355769073703,8.301232524863702,185000
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11217.0,7.0,5.0,6360.0,7.868627627219432,3.4710759824128794,5800000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10306.0,5.0,2.0,2184.0,24.84305844583126,18.803426434438794,899000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10023.0,2.0,2.0,1440.0,1.6988332027762645,7.899951102141336,4950000
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11691.0,5.0,2.0,2248.0,26.08321909874165,24.088465710435045,529000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11229.0,3.0,2.0,1584.0,16.828545297478154,11.765126715708483,1350000
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10022.0,2.0,2.0,1628.0,1.5488996652001388,6.996446160766778,2350000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11367.0,4.0,2.0,2230.0,14.43606412230113,16.05239418886296,999000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11209.0,4.0,4.0,1746.0,15.83861160853791,9.658679238951391,1450000
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11005.0,1.0,1.0,681.0,22.229117860181187,24.87490966949413,329000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10075.0,3.0,1.0,1440.0,2.8009049826462395,8.600877605730727,300000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10016.0,2.0,2.0,1250.0,1.2557711577574104,5.40554101652109,1075000
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11234.0,1.0,1.0,675.0,17.02952376699822,12.681464802069366,235000
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11223.0,3.0,2.0,3262.0,18.442516919195818,12.86625409916516,750000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10310.0,3.0,2.0,1140.0,18.237359100114077,12.499467881004012,588000
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11377.0,3.0,1.0,964.0,7.049728829562574,10.306520676389312,188000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11230.0,3.0,2.0,1565.0,13.998212987446175,8.761691499046188,919000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10025.0,4.0,2.0,1440.0,4.448555485866354,10.642041350605314,2795000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10309.0,3.0,2.0,1440.0,31.581322424671814,25.87379491701787,674999
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11375.0,1.0,2.0,908.0,13.278667187971514,14.593813593649458,749000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10017.0,1.0,1.0,1440.0,1.5303306715188345,5.754177560380365,560000
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10128.0,1.0,1.0,855.0,3.8357182292700194,9.596192720086362,1250000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11375.0,2.0,1.0,1100.0,13.83589065352709,15.014295947230464,390000
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10001.0,6.0,7.0,4908.0,1.678555104812647,5.120867032589785,11500000
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10022.0,5.0,5.0,3498.0,2.0325268801286795,7.25587960911326,4395000
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10016.0,3.0,1.0,558.0,1.0575029697930156,5.507103363899881,699900
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10003.0,2.0,2.0,1300.0,3.052174408831052,3.201454960253056,2425000
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10307.0,3.0,2.0,1150.0,35.58503118560705,29.76044788522468,549000
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10024.0,7.0,6.0,9000.0,3.0291341809155514,9.181774581192183,10995000
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11231.0,6.0,4.0,4000.0,8.086823347960456,2.2925074698836294,5995000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10128.0,3.0,2.0,1600.0,3.5415042807450687,9.511172400630668,750000
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11209.0,2.0,1.0,850.0,14.37030420923331,8.184937472575688,429000
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11374.0,1.0,1.0,554.0,11.154973692903525,12.737754340059762,478900
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10011.0,4.0,5.0,4264.0,2.251040602464362,4.615575675331472,15250000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10301.0,2.0,1.0,900.0,14.900175482349804,9.080449421769746,220500
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11369.0,5.0,3.0,1440.0,9.229941284651328,12.75787229714146,899999
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10012.0,2.0,2.0,1440.0,3.8792099481290494,2.32808313819538,1425000
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10471.0,6.0,4.0,3850.0,18.3250261525479,24.51695111875913,1999000
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10016.0,2.0,2.0,1428.0,1.9033520795032173,4.507384200960667,2350000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11356.0,4.0,4.0,2060.0,11.718258562126437,16.11068631908035,950000
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11432.0,1.0,1.0,951.0,17.175400079777788,18.445406261962106,345000
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10005.0,4.0,3.0,2729.0,6.099244588868279,0.1032779993648079,1999999
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11358.0,5.0,2.0,1520.0,16.357770327827687,19.2762433982726,1499000
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10306.0,2.0,1.0,886.0,22.450914177037884,16.346179477184407,389990
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10023.0,2.0,2.0,901.0,1.5142684509336315,7.714733358412224,1499999
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11375.0,2.0,2.0,1200.0,12.808785516233533,14.233482313073225,650000
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11372.0,2.0,1.0,964.0,8.461591732741969,11.55485797543926,458000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10466.0,2.0,2.0,2250.0,19.198833535922148,25.106310241055724,710000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11230.0,4.0,2.0,1842.0,14.74537252533039,9.616992688823954,849999
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11375.0,3.0,1.0,964.0,11.93276002251249,13.677283298322848,204888
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10007.0,4.0,4.0,3622.0,5.1822348022887805,1.0339296360420416,4895000
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11365.0,3.0,2.0,1875.0,15.862116031480726,17.815134216816347,925000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10128.0,2.0,2.0,1440.0,3.550799395620587,9.547665508707674,2800000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10003.0,3.0,1.0,500.0,3.1027100997899897,3.1549394384696945,635000
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11217.0,3.0,3.0,1820.0,8.996126992966026,3.868240471331271,3200000
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11375.0,2.0,1.0,964.0,12.124268394503414,13.17284872561646,418000
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11229.0,2.0,1.0,850.0,17.31986193422442,12.038438911147349,380000
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10014.0,4.0,4.0,3844.0,3.077313873749423,3.526337562452317,13000000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10022.0,1.0,1.0,1300.0,1.278943087094132,7.032570369221482,1250000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10012.0,2.0,2.0,1440.0,3.6384991778146736,2.630746708409678,2950000
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11360.0,3.0,2.0,1500.0,17.914905469810464,21.430111835974184,538888
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11691.0,5.0,3.0,2460.0,25.50387320864542,23.342007264097877,849000
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10002.0,3.0,3.0,3700.0,4.015572559186036,2.339593972380115,5750000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10022.0,3.0,2.0,2025.0,1.875801142913652,6.5506353979969,2250000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11691.0,4.0,2.0,2230.0,26.043480903633657,24.30823577904788,549000
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11375.0,1.0,1.0,964.0,12.94127505970974,14.389637593753054,399000
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11235.0,3.0,3.0,1800.0,20.339700273812536,14.961470984538252,1999999
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11362.0,3.0,1.0,960.0,21.56975614975672,24.323730139007548,319000
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11228.0,2.0,1.0,800.0,17.483882228774725,11.433024668437602,370000
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11379.0,5.0,3.0,3262.0,9.622305261229137,11.29831714106048,1350000
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11230.0,2.0,2.0,825.0,14.501057121778526,9.165927351723944,780000
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11225.0,4.0,1.0,4087.0,10.086184432433742,5.7546681590196345,1050000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10128.0,2.0,2.0,1350.0,3.976517440942705,10.03622642766744,599000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10306.0,4.0,2.0,2240.0,23.716193058527384,17.628077381857924,879000
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11355.0,2.0,1.0,951.0,12.982588819412324,15.904053575379804,450000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10303.0,2.0,1.0,900.0,21.913619813941047,16.813955139929515,160000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10003.0,3.0,1.0,2560.0,3.203913866912245,3.1987022784542467,4200000
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10019.0,2.0,2.0,1412.0,0.7500847637839554,6.951197135993806,2800000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11423.0,3.0,2.0,1376.0,18.286612389092745,19.38907891800196,669900
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10310.0,4.0,3.0,1217.0,18.08694800286277,12.470928879954045,449999
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11416.0,2.0,1.0,1786.0,13.565385742631005,12.675304839478908,349000
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11236.0,3.0,3.0,2256.0,14.616681594956992,11.211459670440254,460000
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10029.0,2.0,2.0,975.0,5.310527536356131,11.290813316426322,849500
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10025.0,4.0,3.0,1440.0,5.591479009196476,11.790725868774796,1795000
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10028.0,1.0,1.0,1440.0,3.5383158533956616,8.987343379722574,639000
